timestamp,shape_error,presence_error,leader_off
0.05,5.27124559078446e-16,0.0,1
0.1,0.03991053567520342,0.0,1
0.15000000000000002,0.03966449793149719,0.0,1
0.2,0.03689227717216282,0.0,1
0.25,0.031365509940199,0.0,1
0.3,0.024096766488985857,0.0,1
0.35,0.04821856242326286,0.0,1
0.39999999999999997,5.793768212178333e-16,0.0,1
0.44999999999999996,5.864170089801722e-16,0.0,1
0.49999999999999994,5.632068073787634e-16,0.0,1
0.5499999999999999,5.912431268078367e-16,0.0,1
0.6,5.71533480063452e-16,0.0,1
0.65,5.412830906997049e-16,0.0302734375,0
0.7000000000000001,0.016849786410458836,0.4736328125,0
0.7500000000000001,0.03173846481950468,0.3515625,0
0.8000000000000002,0.1316954742172582,0.3076171875,0
0.8500000000000002,0.1854302206792207,0.16796875,0
0.9000000000000002,0.21093970999923745,0.2939453125,0
0.9500000000000003,0.24598010286037691,0.2451171875,0
1.0000000000000002,0.24078821268197853,0.2666015625,0
1.0500000000000003,0.23419680138714247,0.265625,0
1.1000000000000003,0.2343223320580299,0.2763671875,0
1.1500000000000004,0.24206414406151552,0.2451171875,0
1.2000000000000004,0.23840388460613524,0.3173828125,0
1.2500000000000004,0.24069734121925737,0.357421875,0
1.3000000000000005,0.2494817411935322,0.2529296875,0
1.3500000000000005,0.21589264436858116,0.25,0
1.4000000000000006,0.21368761450517335,0.287109375,0
1.4500000000000006,0.25428866143360046,0.251953125,0
1.5000000000000007,0.23509434709761529,0.2275390625,0
1.5500000000000007,0.2233938137677222,0.265625,0
1.6000000000000008,0.22986408523884294,0.3349609375,0
1.6500000000000008,0.21521639050843375,0.2119140625,0
1.7000000000000008,0.19411868137896146,0.287109375,0
1.7500000000000009,0.2159821764359448,0.3095703125,0
1.800000000000001,0.26542895794951193,0.2666015625,0
1.850000000000001,0.27234319151509345,0.3095703125,0
1.900000000000001,0.26100818571720474,0.240234375,0
1.950000000000001,0.2547321296494073,0.212890625,0
2.000000000000001,0.25565744332497653,0.2294921875,0
2.0500000000000007,0.23567903617999808,0.1875,0
2.1000000000000005,0.2460734489963213,0.3076171875,0
2.1500000000000004,0.24930011232987273,0.2099609375,0
2.2,0.25135624003279494,0.3154296875,0
2.25,0.24339638911386208,0.2890625,0
