timestamp,shape_error,presence_error,leader_off
0.05,1.904925254684207e-15,0.0,1
0.1,0.04336961581090384,0.0,1
0.15000000000000002,0.06630983672324314,0.0,1
0.2,0.06579999855776895,0.0,1
0.25,0.061295483400888064,0.0,1
0.3,0.0614244000665614,0.0,1
0.35,0.07332499652963523,0.0,1
0.39999999999999997,1.9339939798738092e-15,0.0,1
0.44999999999999996,2.055504138240706e-15,0.0,1
0.49999999999999994,1.8857362384799625e-15,0.0,0
0.5499999999999999,1.967132970171822e-15,0.00775146484375,1
0.6,0.017599658832251158,0.00775146484375,1
0.65,0.04041404532582996,0.9766845703125,1
0.7000000000000001,0.06249733807630475,0.9921875,1
0.7500000000000001,0.07670039909205748,0.9921875,0
0.8000000000000002,0.10358390975440779,0.9921875,1
0.8500000000000002,0.13541921572142027,0.9921875,1
0.9000000000000002,0.16983046087627185,0.9921875,1
0.9500000000000003,0.20149263609218968,0.9921875,1
1.0000000000000002,0.26401879221521884,0.9296875,1
1.0500000000000003,0.28874653650152005,0.9296875,1
1.1000000000000003,0.304408960727,0.9296875,0
1.1500000000000004,0.33302691045015964,0.9296875,1
1.2000000000000004,0.3504637102676086,0.9296875,0
1.2500000000000004,0.35988959400711523,0.9296875,0
1.3000000000000005,0.3709913529187152,0.9296875,0
1.3500000000000005,0.38638059761596494,0.9296875,0
1.4000000000000006,0.4009928424019545,0.9296875,0
1.4500000000000006,0.4117416970023225,0.9296875,0
1.5000000000000007,0.43731893919343073,0.9296875,0
1.5500000000000007,0.45495544060690646,0.9296875,0
1.6000000000000008,0.475573699782451,0.9296875,0
1.6500000000000008,0.4942234003671946,0.9296875,0
1.7000000000000008,0.5110962617855211,0.9296875,0
1.7500000000000009,0.5281720146343701,0.9296875,1
1.800000000000001,0.5399151962038143,0.9296875,1
1.850000000000001,0.5533258401729738,0.9296875,1
1.900000000000001,0.5647793372483014,0.9296875,1
1.950000000000001,0.573279864858174,0.9296875,0
2.000000000000001,0.5890515614046283,0.8525390625,0
2.0500000000000007,0.5954193629072939,0.8525390625,0
2.1000000000000005,0.6003493498037339,0.8525390625,0
2.1500000000000004,0.6042629318653335,0.8525390625,0
2.2,0.6114482967138828,0.8525390625,0
2.25,0.6225378990662883,0.8525390625,0
2.3,0.6257313559191594,0.8525390625,0
2.3499999999999996,0.6329298201665183,0.8525390625,0
2.3999999999999995,0.639136945130511,0.8525390625,0
2.4499999999999993,0.6444044140189683,0.8525390625,1
2.499999999999999,0.6481867674751888,0.8525390625,1
2.549999999999999,0.6533339813262783,0.8525390625,1
2.5999999999999988,0.6580495375646445,0.8525390625,1
2.6499999999999986,0.6618580099812353,0.8525390625,0
2.6999999999999984,0.665143109138371,0.8525390625,0
2.7499999999999982,0.6681776022665061,0.8525390625,0
2.799999999999998,0.6709001474230931,0.8525390625,0
2.849999999999998,0.6730920836655883,0.8525390625,0
2.8999999999999977,0.6807780510283503,0.8525390625,0
2.9499999999999975,0.6864191025014937,0.8525390625,0
2.9999999999999973,0.6925430375107886,0.8525390625,0
3.049999999999997,0.6781754651892182,0.8056640625,0
3.099999999999997,0.6846735851703717,0.8056640625,1
3.149999999999997,0.690504099233415,0.8056640625,1
3.1999999999999966,0.6934417701642258,0.8056640625,1
3.2499999999999964,0.6969779254575533,0.8056640625,1
3.2999999999999963,0.6996100543680819,0.8056640625,1
3.349999999999996,0.7011591618509921,0.8056640625,0
3.399999999999996,0.7023852393339194,0.8056640625,0
3.4499999999999957,0.703559242038882,0.8056640625,0
3.4999999999999956,0.7046804630606704,0.8056640625,0
3.5499999999999954,0.7057161312385314,0.8056640625,0
3.599999999999995,0.7068619294288112,0.8056640625,0
3.649999999999995,0.7076058313448332,0.8056640625,0
