dataset_type,size_formation,comm_delay,comm_range,comm_failure,shape_error_avg_030s,shape_error_avg_1min,shape_error_avg_2min,shape_error_avg_3min,shape_error_avg_4min,shape_error_avg_5min,leader_off_avg_030s,leader_off_avg_1min,leader_off_avg_2min,leader_off_avg_3min,leader_off_avg_4min,leader_off_avg_5min,presence_error_avg_030s,presence_error_avg_1min,presence_error_avg_2min,presence_error_avg_3min,presence_error_avg_4min,presence_error_avg_5min
training,0.0625,0.410937739360468,0.32786885245901637,0.0,0.19751991720668968,0.2219845725615221,0.24755102621551425,0.25763448405600803,0.2633520844210608,0.2614909119351872,0.7583333333333333,0.7366666666666667,0.5879166666666666,0.5897222222222223,0.6210416666666667,0.6335,0.134921875,0.1672265625,0.14975260416666666,0.20077690972222223,0.20820638020833335,0.19848958333333333
training,0.0625,0.40813090364159416,0.32786885245901637,0.14285714285714285,0.2461859188587487,0.2824498061350601,0.2764543437136386,0.2420411056894326,0.24708534764773438,0.23580353451004446,0.5,0.7075,0.8054166666666667,0.6472222222222223,0.57,0.5115,0.16356770833333334,0.19716145833333334,0.25327473958333335,0.22135416666666666,0.21187174479166668,0.20099739583333334
training,0.0625,0.40463850566749476,0.32786885245901637,0.2857142857142857,0.2611992364346738,0.26883342911762204,0.26086127269746207,0.25564259680126217,0.25289552461311726,0.25079048116156477,0.37833333333333335,0.4741666666666667,0.5395833333333333,0.5263888888888889,0.4970833333333333,0.5111666666666667,0.258671875,0.246484375,0.22361328125,0.2154296875,0.20789388020833333,0.20975
training,0.0625,0.4045043202671584,0.32786885245901637,0.42857142857142855,0.27954142682466404,0.2628617303957526,0.271411180398499,0.29497307510903525,0.2931138719097272,0.28211431631086953,0.7083333333333334,0.5566666666666666,0.5366666666666666,0.5255555555555556,0.49083333333333334,0.48533333333333334,0.23565104166666667,0.20907552083333333,0.23958333333333334,0.2532248263888889,0.24271158854166666,0.24027864583333333
training,0.0625,0.40817290986132476,0.32786885245901637,0.5238095238095238,0.24030485739800436,0.26656296004478597,0.2640417978930179,0.26139879501663665,0.2624105478959452,0.26963313113610676,0.305,0.45166666666666666,0.6033333333333334,0.5102777777777778,0.5152083333333334,0.5563333333333333,0.234375,0.2596614583333333,0.268828125,0.26318142361111113,0.26899088541666666,0.2731692708333333
training,0.0625,0.4079366410862419,0.32786885245901637,0.6666666666666667,0.2828433589149801,0.29418539691048257,0.2788864003219253,0.2717268368571846,0.27618662009404743,0.28096910670824415,0.9716666666666667,0.625,0.5495833333333333,0.43416666666666665,0.494375,0.4761666666666667,0.3118489583333333,0.3021484375,0.29151041666666666,0.2755902777777778,0.27891927083333334,0.27996875
training,0.0625,0.405852178510684,0.32786885245901637,0.8095238095238096,0.3032213226201121,0.3035028529089384,0.28603610837570903,0.2841783633596785,0.2846758779376489,0.2880867828988684,0.8116666666666666,0.4483333333333333,0.3,0.2886111111111111,0.28479166666666667,0.35033333333333333,0.264765625,0.2676692708333333,0.2851432291666667,0.28608072916666666,0.29359049479166666,0.29911197916666665
training,0.0625,0.40852058359936483,0.32786885245901637,0.9523809523809524,0.3356007557484397,0.3229837132713864,0.31262732936985493,0.30929947282416315,0.31118426578244734,0.31587056675013764,0.2633333333333333,0.36666666666666664,0.5491666666666667,0.5341666666666667,0.49666666666666665,0.5781666666666667,0.41213541666666664,0.3708984375,0.35912109375,0.34756944444444443,0.34052083333333333,0.3375885416666667
training,0.0625,0.5225363649853805,0.32786885245901637,0.0,0.36117710701879674,0.38039829445115214,0.3179968154311896,0.3068190436148627,0.3036387535134288,0.29342218392993,0.7466666666666667,0.5066666666666667,0.365,0.3738888888888889,0.416875,0.4031666666666667,0.34109375,0.268046875,0.20919270833333334,0.19919704861111112,0.19449544270833333,0.1862734375
training,0.0625,0.5199590876911795,0.32786885245901637,0.14285714285714285,0.5008163176865789,0.46983044133840035,0.3987746500496347,0.3599292105030198,0.35102032636575436,0.32563671940099836,0.6133333333333333,0.615,0.5875,0.6038888888888889,0.56375,0.5655,0.47127604166666665,0.4799609375,0.40085286458333336,0.3485329861111111,0.326728515625,0.30483072916666665
training,0.0625,0.5255947361392603,0.32786885245901637,0.2857142857142857,0.21590869875801696,0.2617342664892012,0.259246432928194,0.24995140382447795,0.24792396926008375,0.24777042149242565,0.6633333333333333,0.745,0.73625,0.6905555555555556,0.6447916666666667,0.6081666666666666,0.17807291666666666,0.2455078125,0.24334635416666667,0.23276909722222222,0.22280924479166667,0.22171875
training,0.0625,0.5267140889824007,0.32786885245901637,0.42857142857142855,0.24823761994896681,0.259630662230812,0.26422606083827543,0.27331856066119303,0.27642950899333507,0.2743978370241947,0.935,0.7483333333333333,0.5233333333333333,0.47055555555555556,0.46020833333333333,0.5406666666666666,0.21151041666666667,0.21338541666666666,0.23319010416666666,0.2551996527777778,0.25851236979166664,0.24726822916666666
training,0.0625,0.520549673797065,0.32786885245901637,0.5238095238095238,0.29165848885082046,0.32321947064291134,0.3002292571073908,0.2885962763010285,0.29440852895544767,0.29421339840254296,0.6766666666666666,0.8383333333333334,0.69875,0.6058333333333333,0.5858333333333333,0.576,0.245234375,0.2148046875,0.25306640625,0.26995225694444447,0.27559244791666665,0.28286197916666667
training,0.0625,0.5259843275695367,0.32786885245901637,0.6666666666666667,0.327916214039711,0.39623529031642163,0.3487539111542098,0.3360704320533085,0.31185398030845113,0.3105151519819666,0.61,0.805,0.6979166666666666,0.6275,0.6983333333333334,0.7586666666666667,0.37234375,0.33565104166666665,0.3275651041666667,0.3021050347222222,0.2837109375,0.2744270833333333
training,0.0625,0.5228166162662304,0.32786885245901637,0.8095238095238096,0.3190014623945355,0.32235080135039124,0.30267485240335074,0.2963505126965314,0.2920838269222206,0.28209877319822213,0.4583333333333333,0.625,0.4395833333333333,0.4636111111111111,0.4402083333333333,0.4701666666666667,0.321328125,0.32001302083333333,0.30315755208333334,0.3057552083333333,0.30732421875,0.2977473958333333
training,0.0625,0.5286797082338642,0.32786885245901637,0.9523809523809524,0.3496669746954096,0.3292113917134043,0.3143908565791382,0.3111699792751209,0.3115388438928462,0.3130402335318183,0.8433333333333334,0.6241666666666666,0.5125,0.4525,0.5270833333333333,0.6095,0.4100520833333333,0.397109375,0.38323567708333334,0.38143229166666665,0.379521484375,0.35928645833333334
training,0.0625,0.6411875518834848,0.32786885245901637,0.0,0.27488616879988387,0.3103727321939394,0.2962230872389204,0.2869071223655553,0.29601838906257283,0.302910261310754,0.3933333333333333,0.5233333333333333,0.5233333333333333,0.5683333333333334,0.5804166666666667,0.585,0.27486979166666664,0.26153645833333333,0.2691145833333333,0.29516927083333333,0.282333984375,0.27427083333333335
training,0.0625,0.6398590246132773,0.32786885245901637,0.14285714285714285,0.31451256850198944,0.27586710713696816,0.304642456625898,0.3426027329519696,0.32016584180955515,0.3140630918267449,0.4683333333333333,0.445,0.495,0.5194444444444445,0.5397916666666667,0.5903333333333334,0.33427083333333335,0.2680078125,0.26310546875,0.3251822916666667,0.3146744791666667,0.31078645833333335
training,0.0625,0.64153562258239,0.32786885245901637,0.2857142857142857,0.3755062311752271,0.3308181642078334,0.2899881725825197,0.30217403903304574,0.29274850665653823,0.2827169525182034,0.6533333333333333,0.6925,0.6379166666666667,0.6286111111111111,0.599375,0.5821666666666667,0.4286197916666667,0.3296354166666667,0.2884114583333333,0.3075260416666667,0.29209309895833335,0.27746354166666665
training,0.0625,0.6344028045409945,0.32786885245901637,0.42857142857142855,0.270266280730503,0.31397989701699885,0.2997477487898133,0.29368842602667594,0.2927716955395569,0.28377035877211726,0.535,0.495,0.6208333333333333,0.5983333333333334,0.6191666666666666,0.5753333333333334,0.274609375,0.3091276041666667,0.30068359375,0.2833810763888889,0.26418619791666664,0.26305989583333333
training,0.0625,0.6364077152891998,0.32786885245901637,0.5238095238095238,0.5546422986760023,0.4177023309605841,0.379567928744755,0.36083525209613904,0.382326199125254,0.355947232402805,0.93,0.7133333333333334,0.7895833333333333,0.7041666666666667,0.7535416666666667,0.7913333333333333,0.7190364583333333,0.5158333333333334,0.4820833333333333,0.42585503472222225,0.466826171875,0.4286536458333333
training,0.0625,0.6386166306578284,0.32786885245901637,0.6666666666666667,0.2996462674425974,0.3166178902946171,0.2914407751205033,0.30776809596701704,0.3164261144341569,0.31328154750117837,0.38,0.4775,0.4370833333333333,0.4122222222222222,0.4683333333333333,0.4851666666666667,0.34359375,0.3690104166666667,0.3291015625,0.3263671875,0.34277669270833333,0.3433359375
training,0.0625,0.6425020958964004,0.32786885245901637,0.8095238095238096,0.3806173401294179,0.3524997139290278,0.3946851972203611,0.36171247554452596,0.3800229764535579,0.35872340882457,0.905,0.7375,0.7870833333333334,0.7183333333333334,0.756875,0.743,0.5573177083333334,0.46234375,0.44193359375,0.40203993055555554,0.4187467447916667,0.38615625
training,0.0625,0.6375368689203149,0.32786885245901637,0.9523809523809524,0.34655222067565367,0.4026863478593754,0.3560972125408451,0.3644962056912761,0.3667170205948162,0.37170195585752575,0.9316666666666666,0.6716666666666666,0.665,0.6338888888888888,0.586875,0.6248333333333334,0.43216145833333336,0.41727864583333335,0.38333984375,0.39924045138888886,0.40281575520833335,0.3990234375
training,0.0625,0.8180422980283996,0.32786885245901637,0.0,0.3012271190279997,0.372740146855974,0.36286669167085783,0.3961865082576954,0.4155588208151033,0.3934449430860162,0.6083333333333333,0.5508333333333333,0.4866666666666667,0.5741666666666667,0.6097916666666666,0.6125,0.3732552083333333,0.3917317708333333,0.33520833333333333,0.41779947916666665,0.40839518229166666,0.3723385416666667
training,0.0625,0.8096265297839376,0.32786885245901637,0.14285714285714285,0.3699587419493273,0.4485434414591544,0.4065531536867105,0.4149871016107472,0.40977495439736034,0.39560545144777415,0.565,0.6275,0.7854166666666667,0.7394444444444445,0.7402083333333334,0.745,0.46174479166666665,0.519609375,0.506484375,0.5233029513888889,0.4598209635416667,0.447875
training,0.0625,0.8161722463331177,0.32786885245901637,0.2857142857142857,0.24125894370121728,0.31790767814747284,0.34945212756158683,0.3389693402079928,0.34386253266266625,0.33347535356786073,0.8233333333333334,0.68,0.64875,0.6413888888888889,0.6229166666666667,0.6613333333333333,0.17625,0.28194010416666665,0.33927083333333335,0.3347309027777778,0.3506315104166667,0.3308125
training,0.0625,0.8084945718249174,0.32786885245901637,0.42857142857142855,0.3474031510335286,0.35014706686598096,0.3306463207228644,0.3256673523814598,0.31762276871054157,0.3074897270305781,0.5533333333333333,0.6216666666666667,0.5679166666666666,0.5788888888888889,0.64875,0.6696666666666666,0.40338541666666666,0.406796875,0.41138671875,0.40739149305555555,0.3851822916666667,0.3585859375
training,0.0625,0.8183156271041313,0.32786885245901637,0.5238095238095238,0.4695893588118143,0.4419690605149911,0.36901023848844383,0.3321988386167933,0.32861501791451514,0.32334543371562297,0.56,0.47833333333333333,0.5620833333333334,0.6186111111111111,0.6022916666666667,0.5896666666666667,0.33763020833333335,0.3897526041666667,0.35967447916666667,0.3293012152777778,0.310771484375,0.31466927083333335
training,0.0625,0.80806782293877,0.32786885245901637,0.6666666666666667,0.46483014883203366,0.451214666736963,0.4442961288399083,0.44668512323973075,0.4544629942736149,0.4196542006794128,0.5516666666666666,0.6175,0.7383333333333333,0.7541666666666667,0.75125,0.7426666666666667,0.3965625,0.3708984375,0.42744791666666665,0.43398003472222224,0.46632486979166665,0.43113541666666666
training,0.0625,0.8132044105734229,0.32786885245901637,0.8095238095238096,0.31552583163616293,0.2854136353312241,0.3445656397720975,0.3543648475179446,0.35107253555283163,0.3226799505660807,0.5016666666666667,0.625,0.65625,0.685,0.76375,0.811,0.36234375,0.30256510416666665,0.41962239583333333,0.4275130208333333,0.3794889322916667,0.3377578125
training,0.0625,0.8117483446123528,0.32786885245901637,0.9523809523809524,0.3954206826590648,0.39283307134030176,0.35672035922747447,0.34803387851291784,0.3614757786023124,0.3600424000127575,0.385,0.5933333333333334,0.5770833333333333,0.5475,0.5964583333333333,0.6228333333333333,0.419921875,0.4301953125,0.42296223958333334,0.42246527777777776,0.45421875,0.4639010416666667
training,0.0625,0.9348183367502882,0.32786885245901637,0.0,0.37096272327052554,0.3393628283010696,0.29419540211281137,0.2840147908087143,0.30902433375300514,0.3148524823623039,0.8233333333333334,0.8891666666666667,0.7233333333333334,0.6986111111111111,0.7285416666666666,0.73,0.3103385416666667,0.28015625,0.26016927083333335,0.25164930555555554,0.25365885416666667,0.24801822916666666
training,0.0625,0.933612606774775,0.32786885245901637,0.14285714285714285,0.33464733016867965,0.33168425203624463,0.317095951016017,0.30488171438033496,0.29801087657610736,0.2998997959083096,0.77,0.735,0.7366666666666667,0.7397222222222222,0.7004166666666667,0.6653333333333333,0.16408854166666667,0.20162760416666667,0.24830078125,0.24131944444444445,0.2605924479166667,0.26146614583333333
training,0.0625,0.9311505287089421,0.32786885245901637,0.2857142857142857,0.341511599164062,0.3169630950100036,0.311555445950397,0.3101904588227751,0.31656379704458515,0.3124389200694956,0.8633333333333333,0.9058333333333334,0.7654166666666666,0.8044444444444444,0.785,0.7346666666666667,0.18791666666666668,0.19888020833333334,0.23044270833333333,0.26666666666666666,0.25534505208333336,0.26721875
training,0.0625,0.9335120035601329,0.32786885245901637,0.42857142857142855,0.24285556833854363,0.2794612927664022,0.32792251650819976,0.3421185440754355,0.33853887683652173,0.3127911221275739,0.4666666666666667,0.6075,0.73,0.6747222222222222,0.6772916666666666,0.7418333333333333,0.26869791666666665,0.3121484375,0.42901041666666667,0.41930989583333333,0.38157552083333335,0.34059375
training,0.0625,0.9274861704476348,0.32786885245901637,0.5238095238095238,0.32576267121674607,0.3275763318239287,0.32957086654299894,0.3380288859912896,0.35557068429601185,0.34400260724618664,0.7666666666666667,0.6458333333333334,0.7229166666666667,0.7461111111111111,0.7725,0.7558333333333334,0.31059895833333334,0.380234375,0.32077473958333336,0.33716145833333333,0.34260416666666665,0.33221875
training,0.0625,0.9384260102331702,0.32786885245901637,0.6666666666666667,0.32751176192663306,0.33644923830681117,0.33256338692543846,0.3588233258883717,0.3764918387097957,0.35753626164562147,0.6,0.615,0.7341666666666666,0.6886111111111111,0.7152083333333333,0.7296666666666667,0.357421875,0.3597265625,0.39727864583333333,0.4151519097222222,0.4256868489583333,0.4007578125
training,0.0625,0.9310662193582755,0.32786885245901637,0.8095238095238096,0.354110839688141,0.3311750085310374,0.31933241572360743,0.3400724911565145,0.3323507225566744,0.31928903165509875,0.7833333333333333,0.8916666666666667,0.865,0.775,0.7216666666666667,0.6928333333333333,0.4646875,0.37973958333333335,0.34866536458333336,0.38480902777777776,0.3834407552083333,0.375265625
training,0.0625,0.9356088520911853,0.32786885245901637,0.9523809523809524,0.34824698088708145,0.38491075381793505,0.3670411989357269,0.3736193664477762,0.3746987846370125,0.35515650056916753,1.0,0.8633333333333333,0.74375,0.6916666666666667,0.720625,0.7765,0.2947916666666667,0.35149739583333334,0.36951822916666666,0.4095095486111111,0.3854752604166667,0.3492135416666667
training,0.0625,0.0,0.4262295081967213,0.0,0.18685697070746562,0.2049453383170466,0.2052463871638872,0.19541163450736856,0.2053628489375988,0.1894545707576931,0.06166666666666667,0.2375,0.29791666666666666,0.3663888888888889,0.4139583333333333,0.3903333333333333,0.110859375,0.13088541666666667,0.11248046875,0.09223090277777778,0.09616536458333333,0.08679947916666667
training,0.0625,0.0,0.4262295081967213,0.14285714285714285,0.14810536578202294,0.1970345546296417,0.19242874952678116,0.1920771795451478,0.19626869078659398,0.1956897881501725,0.8,0.5758333333333333,0.3466666666666667,0.35555555555555557,0.34041666666666665,0.32266666666666666,0.078125,0.09134114583333333,0.09472005208333334,0.1091579861111111,0.11587890625,0.120875
training,0.0625,0.0,0.4262295081967213,0.2857142857142857,0.2805739953767557,0.28810594604884965,0.24347351007376206,0.234622455060748,0.24232728719010538,0.23478475411287103,0.47333333333333333,0.4775,0.6358333333333334,0.43194444444444446,0.5322916666666667,0.5148333333333334,0.187890625,0.17795572916666666,0.16421223958333334,0.15644965277777778,0.15353515625,0.15465104166666666
training,0.0625,0.0,0.4262295081967213,0.42857142857142855,0.27090903326801397,0.2732462798112351,0.2619457658679741,0.2603747305427864,0.25774412899656524,0.257173079383219,0.30666666666666664,0.4575,0.40375,0.4008333333333333,0.316875,0.3365,0.16528645833333333,0.16970052083333334,0.17539713541666666,0.1844140625,0.189130859375,0.184984375
training,0.0625,0.0,0.4262295081967213,0.5238095238095238,0.2698415358671881,0.28737151774328124,0.2808091865497697,0.28786381640973396,0.29084913863458933,0.28525520629124823,0.7483333333333333,0.4816666666666667,0.46166666666666667,0.4725,0.41854166666666665,0.4073333333333333,0.22471354166666666,0.21959635416666667,0.21828776041666667,0.21286458333333333,0.21385416666666668,0.21577083333333333
training,0.0625,0.0,0.4262295081967213,0.6666666666666667,0.30854060575015757,0.33590456354538956,0.3024300898295139,0.2998569532422166,0.3021716820285251,0.2949374587717867,0.7316666666666667,0.64,0.6041666666666666,0.5338888888888889,0.5229166666666667,0.431,0.23869791666666668,0.26266927083333336,0.25451171875,0.25243923611111113,0.24866536458333333,0.24673697916666668
training,0.0625,0.0,0.4262295081967213,0.8095238095238096,0.30683822814686307,0.3143124175384403,0.3171769653127936,0.30865701714807553,0.30914826744465446,0.3078724784144562,0.3466666666666667,0.405,0.3525,0.4677777777777778,0.448125,0.41683333333333333,0.2745052083333333,0.289921875,0.27473307291666665,0.27526475694444447,0.2736360677083333,0.27359635416666667
training,0.0625,0.0,0.4262295081967213,0.9523809523809524,0.3117804950283259,0.33624577185115667,0.33890173135281687,0.33852907220073164,0.3343810350532149,0.33116533510762325,0.9066666666666666,0.6483333333333333,0.6683333333333333,0.5897222222222223,0.5097916666666666,0.47433333333333333,0.3059375,0.30078125,0.29647135416666665,0.2968967013888889,0.29502278645833335,0.2938125
training,0.0625,0.1171267736083823,0.4262295081967213,0.0,0.19967896986610986,0.19197739489279106,0.1979743400756658,0.17775952809770926,0.18248446311832395,0.18425079652687096,0.6033333333333334,0.6566666666666666,0.6108333333333333,0.5130555555555556,0.46375,0.44016666666666665,0.09231770833333333,0.08983072916666666,0.09055989583333333,0.08568576388888889,0.083388671875,0.08273958333333334
