dataset_type,size_formation,comm_delay,comm_range,comm_failure,shape_error_avg_030s,shape_error_avg_1min,shape_error_avg_2min,shape_error_avg_3min,shape_error_avg_4min,shape_error_avg_5min,leader_off_avg_030s,leader_off_avg_1min,leader_off_avg_2min,leader_off_avg_3min,leader_off_avg_4min,leader_off_avg_5min,presence_error_avg_030s,presence_error_avg_1min,presence_error_avg_2min,presence_error_avg_3min,presence_error_avg_4min,presence_error_avg_5min
training,0.09375,0.8106364405579868,0.4262295081967213,0.5238095238095238,0.41839495143944483,0.40242814817592243,0.36867353930342095,0.36931892129215776,0.36298306248208095,0.3568780441830477,0.7516666666666667,0.7083333333333334,0.64125,0.6852777777777778,0.655625,0.699,0.3485763888888889,0.31936921296296295,0.3352864583333333,0.3282754629629629,0.31745370370370374,0.3003946759259259
training,0.09375,0.8202580360061872,0.4262295081967213,0.6666666666666667,0.5241534727237839,0.4831660377799192,0.4392360432447081,0.40341158660043247,0.3845606294702543,0.3921562841447878,0.38166666666666665,0.5241666666666667,0.5958333333333333,0.5597222222222222,0.5829166666666666,0.6355,0.3425231481481481,0.38662037037037034,0.40429976851851845,0.3881983024691357,0.3692100694444444,0.3875717592592592
training,0.09375,0.8200436583954811,0.4262295081967213,0.8095238095238096,0.3007627825817713,0.4006082093945948,0.3944342554104179,0.4020311425544255,0.41532567771114276,0.3985961369332852,0.495,0.4825,0.68375,0.6247222222222222,0.6677083333333333,0.691,0.32682870370370365,0.3748784722222222,0.34581018518518514,0.3829128086419753,0.3875868055555555,0.37242592592592594
training,0.09375,0.8083997539518587,0.4262295081967213,0.9523809523809524,0.42250391969471507,0.45912028053621784,0.4053059355181611,0.39547301547765173,0.4047074379626599,0.383266946104013,0.5216666666666666,0.5091666666666667,0.44375,0.4636111111111111,0.4841666666666667,0.5458333333333333,0.44047453703703693,0.46629629629629626,0.42468460648148143,0.4244463734567901,0.4211950231481481,0.3878159722222222
training,0.09375,0.9310475427839262,0.4262295081967213,0.0,0.5084719030577443,0.4329927143918777,0.3924359686800766,0.4020862915216111,0.38560168341805495,0.3820348498922068,0.745,0.8466666666666667,0.7891666666666667,0.7888888888888889,0.7033333333333334,0.7015,0.236886574074074,0.24836805555555552,0.24499421296296295,0.27810956790123453,0.247578125,0.2290833333333333
training,0.09375,0.9383686811635723,0.4262295081967213,0.14285714285714285,0.36888201687359456,0.3253679078665305,0.31302552092401537,0.3342804988482816,0.34975183533707827,0.3383173823396403,0.61,0.605,0.6466666666666666,0.5341666666666667,0.550625,0.5775,0.18535879629629626,0.16313657407407406,0.16787615740740738,0.19753858024691356,0.2219965277777777,0.22653472222222218
training,0.09375,0.9322460730011748,0.4262295081967213,0.2857142857142857,0.3596641455029271,0.3448769644827446,0.3684209659779983,0.37641840276039124,0.37093819163178565,0.35808756533502706,0.62,0.49,0.5704166666666667,0.6069444444444444,0.6002083333333333,0.6021666666666666,0.2919907407407408,0.3065625,0.29412037037037037,0.3174537037037037,0.32212818287037037,0.30846759259259254
training,0.09375,0.9245277689800284,0.4262295081967213,0.42857142857142855,0.3191093777939897,0.30934643753873703,0.32842351256039526,0.36195989246802696,0.391181061419306,0.39276625228905465,0.5633333333333334,0.4241666666666667,0.6025,0.5897222222222223,0.6133333333333333,0.6468333333333334,0.2189930555555555,0.22083333333333333,0.29649305555555555,0.303173225308642,0.30483796296296295,0.3037523148148148
training,0.09375,0.9385387397205814,0.4262295081967213,0.5238095238095238,0.3076194801336077,0.4139212526483467,0.3956477517497463,0.3936171143653052,0.3756674083346431,0.35902790651106853,0.6983333333333334,0.7333333333333333,0.76375,0.7322222222222222,0.7447916666666666,0.7428333333333333,0.28827546296296297,0.4304629629629629,0.38548611111111103,0.3960378086419753,0.3542708333333333,0.3261284722222222
training,0.09375,0.936173240116361,0.4262295081967213,0.6666666666666667,0.38372018970442223,0.3832549930898865,0.36559947221747496,0.3613898255508701,0.3760696860044254,0.3775235025305636,0.6533333333333333,0.6633333333333333,0.5329166666666667,0.5261111111111111,0.5466666666666666,0.5945,0.4431944444444444,0.395630787037037,0.37142939814814807,0.36850694444444443,0.38324652777777773,0.36535879629629625
training,0.09375,0.9273826208628527,0.4262295081967213,0.8095238095238096,0.5346095962730937,0.48979073155088626,0.45774628929543953,0.4328811248661326,0.4282311731938269,0.4126757595543333,0.855,0.7616666666666667,0.675,0.6652777777777777,0.619375,0.6685,0.41795138888888883,0.40710648148148143,0.43900173611111104,0.4266126543209876,0.42918258101851847,0.39269097222222216
training,0.09375,0.9278845940110423,0.4262295081967213,0.9523809523809524,0.41987403320631933,0.3747959152561162,0.4002370410963992,0.39279862387979225,0.40376672243785955,0.3902330394605789,0.5866666666666667,0.6533333333333333,0.62375,0.5911111111111111,0.6195833333333334,0.691,0.4527777777777777,0.4143518518518518,0.421802662037037,0.41851273148148155,0.43763888888888886,0.4016712962962962
training,0.09375,0.0,0.5245901639344263,0.0,0.30250807912747557,0.3088688797745179,0.26102729017358745,0.24172651185462157,0.23073153243514088,0.23188408815492179,0.31333333333333335,0.385,0.4533333333333333,0.31777777777777777,0.3022916666666667,0.26066666666666666,0.05523148148148145,0.05881365740740737,0.062375578703703666,0.06282600308641971,0.06029224537037033,0.06908101851851847
training,0.09375,0.0,0.5245901639344263,0.14285714285714285,0.2881290341550193,0.2966815619427106,0.30100665595731985,0.29511835514988,0.2837720565148097,0.282573090412604,0.27166666666666667,0.3258333333333333,0.18958333333333333,0.1363888888888889,0.203125,0.19166666666666668,0.12570601851851845,0.11247685185185181,0.12313657407407402,0.11412422839506169,0.104693287037037,0.10618981481481476
training,0.09375,0.0,0.5245901639344263,0.2857142857142857,0.3239072066859618,0.3296138105147535,0.3024613726176234,0.3073862397925006,0.3065375212069629,0.30535960417715047,0.275,0.3275,0.29333333333333333,0.2325,0.18770833333333334,0.22566666666666665,0.13870370370370366,0.13859374999999996,0.13888020833333328,0.1451523919753086,0.14499855324074068,0.1442743055555555
training,0.09375,0.0,0.5245901639344263,0.42857142857142855,0.34359656662422805,0.3340342933734378,0.3173093352608638,0.32416683323853784,0.32366960888127655,0.32011450505101663,0.013333333333333334,0.0625,0.22666666666666666,0.25555555555555554,0.2939583333333333,0.29733333333333334,0.17556712962962956,0.17801504629629625,0.1719762731481481,0.17561535493827155,0.1807841435185185,0.17765046296296289
training,0.09375,0.0,0.5245901639344263,0.5238095238095238,0.33739419746893534,0.34677303212770405,0.3369597672229672,0.3330820709036828,0.3261936961950383,0.3244186483332987,0.11166666666666666,0.07833333333333334,0.3179166666666667,0.32861111111111113,0.2679166666666667,0.2655,0.21550925925925923,0.20681134259259257,0.2080497685185185,0.2103009259259259,0.21558738425925925,0.21126041666666662
training,0.09375,0.0,0.5245901639344263,0.6666666666666667,0.36597036090034396,0.35520479163318214,0.3442363796376499,0.3442186634121048,0.34796303932938316,0.3409564536560164,0.6383333333333333,0.32916666666666666,0.3804166666666667,0.2811111111111111,0.22875,0.23133333333333334,0.25565972222222216,0.25001157407407404,0.2450376157407407,0.23557484567901232,0.23632523148148143,0.23588888888888884
training,0.09375,0.0,0.5245901639344263,0.8095238095238096,0.35218389814994777,0.3641054698130173,0.3539949105420694,0.34815292760714894,0.35449220123579495,0.3516135853291733,0.07333333333333333,0.050833333333333335,0.08708333333333333,0.059722222222222225,0.175625,0.202,0.2896875,0.2895428240740741,0.27630208333333334,0.2784027777777777,0.27450810185185187,0.2733043981481481
training,0.09375,0.0,0.5245901639344263,0.9523809523809524,0.4086222702268517,0.40528073819857646,0.38169690678675317,0.3793142349261332,0.3817576430460223,0.3809387548988964,0.9733333333333334,0.5208333333333334,0.4895833333333333,0.45916666666666667,0.393125,0.3521666666666667,0.2930324074074074,0.3052893518518518,0.306646412037037,0.31052854938271607,0.3083130787037037,0.3054710648148148
training,0.09375,0.11552275673362288,0.5245901639344263,0.0,0.22198877442101575,0.2195367008570109,0.24292089274295317,0.2439449021625949,0.24572641688964353,0.24100044085443262,0.01,0.0125,0.15958333333333333,0.22083333333333333,0.196875,0.24566666666666667,0.05767361111111107,0.08089120370370367,0.0786631944444444,0.07705246913580242,0.07251302083333329,0.07336111111111107
training,0.09375,0.11630281575176712,0.5245901639344263,0.14285714285714285,0.3438713059702819,0.3082661826594586,0.30039341339087855,0.29653957744037,0.29706211223377266,0.2894153565260674,0.7616666666666667,0.39916666666666667,0.3620833333333333,0.3630555555555556,0.4664583333333333,0.385,0.1228819444444444,0.11998263888888885,0.12184317129629627,0.12353780864197526,0.11603153935185181,0.11356365740740737
training,0.09375,0.11554351838038143,0.5245901639344263,0.2857142857142857,0.3138856105838202,0.31559962730471397,0.3082257536299604,0.31770955618184077,0.3198160461675494,0.31270187797318394,0.155,0.1075,0.25625,0.2594444444444444,0.2677083333333333,0.22266666666666668,0.15530092592592587,0.14589120370370368,0.1591319444444444,0.1640952932098765,0.16020688657407406,0.15780092592592587
training,0.09375,0.11618282166270119,0.5245901639344263,0.42857142857142855,0.35861274468746546,0.3389873635991948,0.32164561039403156,0.31667843668420004,0.32240667990098953,0.3183007494018672,0.5683333333333334,0.3016666666666667,0.18333333333333332,0.2513888888888889,0.25333333333333335,0.25333333333333335,0.19574074074074072,0.18744212962962958,0.18867476851851847,0.18729938271604935,0.18447771990740736,0.18258449074074073
training,0.09375,0.1175945471545866,0.5245901639344263,0.5238095238095238,0.3475620202984541,0.3530334900634934,0.33476865403069467,0.3283044348963733,0.336263375093648,0.32920451770565257,0.2633333333333333,0.17083333333333334,0.38875,0.3258333333333333,0.3927083333333333,0.329,0.21590277777777772,0.20749999999999996,0.20753182870370368,0.20579861111111106,0.20880642361111107,0.2100555555555555
training,0.09375,0.1159246675314693,0.5245901639344263,0.6666666666666667,0.365867008958026,0.37118200936804213,0.3635240291864064,0.35794800111717473,0.3621979512187496,0.3488577578429254,0.22833333333333333,0.2791666666666667,0.24125,0.27805555555555556,0.265625,0.28933333333333333,0.24177083333333332,0.24342013888888886,0.24586805555555552,0.24582754629629625,0.24446614583333334,0.24355208333333334
training,0.09375,0.11671524078449744,0.5245901639344263,0.8095238095238096,0.3954337651628574,0.38340972124308725,0.35976074444918554,0.3651269392751255,0.3617071111838258,0.360970292657186,0.4166666666666667,0.265,0.29291666666666666,0.27361111111111114,0.27416666666666667,0.2753333333333333,0.278912037037037,0.28355324074074073,0.28467013888888887,0.28312692901234565,0.28497251157407405,0.2818356481481481
training,0.09375,0.11702795869140949,0.5245901639344263,0.9523809523809524,0.35971929135277636,0.3851038524197431,0.36143574830397995,0.3667152371588515,0.36983096198130755,0.36427682784956583,0.04833333333333333,0.24916666666666668,0.4245833333333333,0.3838888888888889,0.38166666666666665,0.4098333333333333,0.31045138888888885,0.3125868055555555,0.30688946759259256,0.30907407407407406,0.3124971064814815,0.3102581018518518
training,0.09375,0.29032753514193077,0.5245901639344263,0.0,0.4646524426797967,0.42176260039665786,0.3404096824100941,0.3338228002817325,0.3314467553822641,0.3187764078289131,0.59,0.47333333333333333,0.2975,0.2802777777777778,0.2945833333333333,0.2723333333333333,0.0482407407407407,0.06638888888888883,0.08188657407407404,0.0742804783950617,0.08109374999999995,0.08033680555555552
training,0.09375,0.2888841707610256,0.5245901639344263,0.14285714285714285,0.3765016428786232,0.35083433630452676,0.3333026542262511,0.3272750395613867,0.3278432870404358,0.31395367537371216,0.4583333333333333,0.5533333333333333,0.45416666666666666,0.3861111111111111,0.470625,0.42183333333333334,0.1096643518518518,0.13024305555555551,0.13269965277777773,0.13257137345679007,0.127076099537037,0.12055324074074071
training,0.09375,0.2938103791058059,0.5245901639344263,0.2857142857142857,0.3281367109996573,0.323111435297335,0.31336594525002504,0.316005904905469,0.31527127892773216,0.3070281412016137,0.97,0.5591666666666667,0.38083333333333336,0.29055555555555557,0.30416666666666664,0.2675,0.16055555555555553,0.15015046296296292,0.15468171296296293,0.1598302469135802,0.15563512731481477,0.1594305555555555
training,0.09375,0.28877097828115933,0.5245901639344263,0.42857142857142855,0.3341615802785796,0.32914072533744704,0.32174935224612805,0.3188293497662884,0.3189259953046303,0.3094202853482279,0.5183333333333333,0.7325,0.62,0.5277777777777778,0.5,0.4821666666666667,0.21484953703703705,0.20450810185185184,0.2054600694444444,0.20201388888888885,0.19745225694444443,0.19850115740740734
training,0.09375,0.29163317887006013,0.5245901639344263,0.5238095238095238,0.35536283239256167,0.3405464343828553,0.30842453622481586,0.3046136643473754,0.31548138754810595,0.31565947730331184,0.8266666666666667,0.4658333333333333,0.42916666666666664,0.45472222222222225,0.46479166666666666,0.473,0.2334375,0.22280671296296295,0.21790219907407404,0.21552469135802466,0.21847511574074066,0.2190509259259259
training,0.09375,0.2924499145954273,0.5245901639344263,0.6666666666666667,0.3051841162366937,0.3154772415284715,0.31101282651583345,0.31653907503360923,0.3243566305765254,0.32105663083557356,0.4583333333333333,0.23833333333333334,0.18041666666666667,0.25972222222222224,0.26104166666666667,0.2605,0.2403356481481481,0.24630208333333328,0.24862268518518515,0.26351273148148147,0.26464120370370364,0.26078125
training,0.09375,0.29229882856845246,0.5245901639344263,0.8095238095238096,0.3279179721218799,0.35884625120769453,0.3545888700018812,0.34431638584746466,0.34241553114622,0.33924105608824273,0.255,0.3933333333333333,0.3433333333333333,0.34555555555555556,0.329375,0.31366666666666665,0.2983564814814814,0.30502314814814807,0.3051041666666667,0.3024324845679013,0.30128761574074076,0.2986180555555555
training,0.09375,0.29152682695401194,0.5245901639344263,0.9523809523809524,0.32222124115721157,0.3466098542627636,0.3516796599092435,0.34955101948776296,0.35041503552802145,0.3474605982910412,0.8483333333333334,0.8125,0.5875,0.5933333333333334,0.5014583333333333,0.494,0.31849537037037035,0.31613425925925925,0.3179861111111111,0.31435956790123454,0.3187022569444444,0.3172789351851852
training,0.09375,0.40407287615021104,0.5245901639344263,0.0,0.36917549512030984,0.3453158584349722,0.32643107419851664,0.2981777686901216,0.29788233512828877,0.2922014245367032,0.8383333333333334,0.56,0.5166666666666667,0.5358333333333334,0.46979166666666666,0.4201666666666667,0.08688657407407405,0.0861458333333333,0.09132523148148146,0.09508680555555553,0.08642939814814811,0.09110185185185181
training,0.09375,0.41100307466855474,0.5245901639344263,0.14285714285714285,0.2700697766360732,0.3266222301449643,0.30159879639335735,0.29231751202605344,0.2897899512991721,0.2953039868727394,0.26166666666666666,0.5566666666666666,0.5708333333333333,0.4388888888888889,0.38479166666666664,0.37483333333333335,0.14277777777777773,0.1525347222222222,0.14709201388888885,0.14839891975308642,0.14259982638888885,0.1409143518518518
training,0.09375,0.41172847168254284,0.5245901639344263,0.2857142857142857,0.3513367659891684,0.31538185693608106,0.30965963574047883,0.30504748146973953,0.31005602142373845,0.3080143201406535,0.38333333333333336,0.3641666666666667,0.3283333333333333,0.25722222222222224,0.269375,0.25766666666666665,0.2560416666666666,0.20307291666666663,0.18138599537037034,0.1751716820987654,0.18057146990740738,0.1917129629629629
training,0.09375,0.4090235604585004,0.5245901639344263,0.42857142857142855,0.3377109621376499,0.35955418491834307,0.34113527795808263,0.3251107737882026,0.3295022643328553,0.3271731583493534,0.71,0.4716666666666667,0.4008333333333333,0.34694444444444444,0.33666666666666667,0.3486666666666667,0.22829861111111105,0.22321759259259252,0.21771990740740732,0.22059220679012342,0.21531973379629624,0.2146342592592592
training,0.09375,0.40740855741707616,0.5245901639344263,0.5238095238095238,0.35409677537950707,0.32258136033205803,0.33819034154588945,0.33560460058718883,0.337538027260649,0.3314655586315757,0.4116666666666667,0.5908333333333333,0.4920833333333333,0.4722222222222222,0.44583333333333336,0.4865,0.27297453703703695,0.24353009259259253,0.22714699074074066,0.2262924382716049,0.232701099537037,0.233537037037037
training,0.09375,0.40385237386971773,0.5245901639344263,0.6666666666666667,0.3366712123413923,0.3705304309438922,0.3482403899207587,0.3365854009423946,0.3360356552933479,0.3357498335113373,0.19,0.24416666666666667,0.37625,0.34305555555555556,0.416875,0.422,0.2482407407407407,0.24221643518518515,0.2607233796296296,0.2675675154320987,0.26224826388888883,0.26025231481481476
training,0.09375,0.4105962122904718,0.5245901639344263,0.8095238095238096,0.44533498108105646,0.39873161508210764,0.3783538941016183,0.36113747407923563,0.36609268836888614,0.35899483584742864,0.645,0.3825,0.29625,0.2658333333333333,0.258125,0.2693333333333333,0.30140046296296297,0.3028993055555555,0.305943287037037,0.2993788580246914,0.30046006944444437,0.30012384259259256
training,0.09375,0.40759181228166624,0.5245901639344263,0.9523809523809524,0.3775058499240244,0.3960111682484256,0.37937478207055914,0.36277176279721773,0.35715160383958267,0.34979802406825167,0.17333333333333334,0.18416666666666667,0.25,0.23416666666666666,0.26375,0.36183333333333334,0.3203819444444444,0.34811921296296294,0.339921875,0.3313233024691358,0.3283362268518519,0.31828703703703703
training,0.09375,0.5259668056715261,0.5245901639344263,0.0,0.3456308780349542,0.30195256840850637,0.2835245513724876,0.30805115315540066,0.32269546098405383,0.31344351966358575,0.4033333333333333,0.43833333333333335,0.4508333333333333,0.4197222222222222,0.37354166666666666,0.381,0.08423611111111107,0.11090856481481476,0.1056799768518518,0.11285108024691354,0.09574508101851847,0.09225231481481479
training,0.09375,0.5220011988733055,0.5245901639344263,0.14285714285714285,0.24838372595119013,0.2991851814377915,0.27456112020297213,0.3193592081687729,0.3346042748299883,0.3300113600473487,0.45666666666666667,0.3283333333333333,0.3933333333333333,0.36972222222222223,0.37333333333333335,0.4256666666666667,0.11265046296296291,0.16998263888888884,0.18589699074074068,0.18624228395061723,0.21003182870370365,0.20307523148148146
training,0.09375,0.526255239260651,0.5245901639344263,0.2857142857142857,0.28548499850602177,0.3079383883946129,0.2984505741547027,0.2922752319110739,0.29212462239335524,0.29154787629478757,0.42833333333333334,0.33166666666666667,0.30833333333333335,0.3413888888888889,0.30041666666666667,0.2758333333333333,0.18026620370370366,0.21510416666666668,0.21767939814814816,0.21123649691358018,0.20920572916666663,0.21379745370370362
training,0.09375,0.524861090332349,0.5245901639344263,0.42857142857142855,0.3132597042969597,0.30770789062669174,0.33558443578842134,0.3316265819060544,0.3310537149677631,0.3199134365369673,0.3283333333333333,0.37833333333333335,0.2679166666666667,0.32222222222222224,0.37625,0.3491666666666667,0.22541666666666663,0.22782986111111106,0.2657002314814814,0.25438078703703704,0.24739004629629624,0.24103240740740736
training,0.09375,0.523454962541428,0.5245901639344263,0.5238095238095238,0.2927992693600338,0.3208739103733741,0.32034595779744346,0.329414864108452,0.329444861012205,0.3209531243639531,0.825,0.7675,0.5304166666666666,0.5425,0.49895833333333334,0.5588333333333333,0.2159837962962963,0.24538773148148146,0.25549479166666667,0.2561651234567901,0.25149739583333336,0.23721875
training,0.09375,0.5289372617782198,0.5245901639344263,0.6666666666666667,0.3051992135854062,0.32544604691303014,0.3437322902983481,0.34506200312600427,0.33969886168490565,0.3375342374707487,0.3883333333333333,0.4041666666666667,0.4825,0.3988888888888889,0.34270833333333334,0.37666666666666665,0.270474537037037,0.27690393518518513,0.27880787037037036,0.28789930555555554,0.2841869212962963,0.29279513888888886
training,0.09375,0.5259380890397145,0.5245901639344263,0.8095238095238096,0.37429647271618277,0.3842403990158175,0.36212924665892765,0.35832235466596923,0.3623361963594524,0.3587118620681695,0.255,0.3433333333333333,0.37875,0.44722222222222224,0.45416666666666666,0.3915,0.3445023148148148,0.31964699074074077,0.35116030092592593,0.3360339506172839,0.34484374999999995,0.34267245370370364
training,0.09375,0.5216440493011286,0.5245901639344263,0.9523809523809524,0.34883894221579137,0.3777620941503645,0.40254064113356486,0.4187027978475755,0.41030531460774416,0.39425605226638843,0.45166666666666666,0.33666666666666667,0.43125,0.43694444444444447,0.4066666666666667,0.43266666666666664,0.42893518518518514,0.4162037037037037,0.4501359953703703,0.4625713734567901,0.4418489583333333,0.42257638888888893
training,0.09375,0.6399933751533232,0.5245901639344263,0.0,0.4746264360163442,0.48543526186461067,0.39771238125169683,0.36434682520744427,0.3456985314809902,0.3539908713285633,0.3333333333333333,0.34833333333333333,0.4170833333333333,0.4172222222222222,0.3425,0.3125,0.13219907407407402,0.18321180555555552,0.17832754629629624,0.1666203703703703,0.14473090277777773,0.15904629629629627
training,0.09375,0.6401099329899514,0.5245901639344263,0.14285714285714285,0.3493606432443207,0.34870630199472996,0.3335538897249263,0.3233447862388895,0.3394998308687867,0.33900433122958057,0.5,0.41583333333333333,0.345,0.34555555555555556,0.33729166666666666,0.35483333333333333,0.303912037037037,0.2663599537037037,0.24041956018518515,0.21999228395061723,0.22513888888888886,0.23042245370370365
training,0.09375,0.6448109442409794,0.5245901639344263,0.2857142857142857,0.32350501141852367,0.34780722411514625,0.3351284851036232,0.326116428749877,0.3349793189332588,0.3286471044823088,0.44166666666666665,0.345,0.3804166666666667,0.5016666666666667,0.5110416666666666,0.47783333333333333,0.18245370370370367,0.17353009259259256,0.207818287037037,0.21525270061728394,0.2339265046296296,0.23056828703703702
training,0.09375,0.6409492409319807,0.5245901639344263,0.42857142857142855,0.41399961993036993,0.405591536094199,0.38314090586162863,0.3526821119248091,0.3463630868052738,0.3371382256563005,0.6566666666666666,0.49666666666666665,0.38375,0.3958333333333333,0.40125,0.3893333333333333,0.31510416666666663,0.36762731481481475,0.32930844907407403,0.29551504629629627,0.28210792824074066,0.2726666666666666
training,0.09375,0.6462080899977007,0.5245901639344263,0.5238095238095238,0.35123165890827296,0.3598934981998473,0.3519079011095494,0.343506404855967,0.3541571024672969,0.3498748108540589,0.3016666666666667,0.43,0.42791666666666667,0.5219444444444444,0.47625,0.4585,0.3031481481481481,0.2599131944444444,0.27596354166666665,0.2762114197530864,0.30266348379629626,0.29732060185185183
training,0.09375,0.6471095072951112,0.5245901639344263,0.6666666666666667,0.3481810025169017,0.3809837846362698,0.37498216202428397,0.37291520048043003,0.37175372328823786,0.3627849671422682,0.31333333333333335,0.5841666666666666,0.41458333333333336,0.4688888888888889,0.5722916666666666,0.5368333333333334,0.2821759259259259,0.3118402777777778,0.35665798611111105,0.34003279320987656,0.346138599537037,0.34676504629629623
training,0.09375,0.6366980847783226,0.5245901639344263,0.8095238095238096,0.336348356661075,0.38534492253022473,0.3936169269968525,0.38509941771865286,0.39658601830556073,0.3803631286390413,0.8616666666666667,0.6408333333333334,0.4216666666666667,0.4225,0.4427083333333333,0.4425,0.28890046296296296,0.33869791666666665,0.3458940972222222,0.3597299382716049,0.37156394675925924,0.35928587962962955
training,0.09375,0.6382381888553312,0.5245901639344263,0.9523809523809524,0.3974418308154155,0.37252662753914395,0.3717036038159751,0.37814479564412246,0.3747180126945952,0.3642634752699229,0.19,0.18416666666666667,0.2425,0.3575,0.415625,0.367,0.39466435185185184,0.3536921296296296,0.3734577546296296,0.3752083333333333,0.3701461226851852,0.3658356481481481
training,0.09375,0.814230540016044,0.5245901639344263,0.0,0.3332713122938605,0.33022485727684064,0.3358099524803898,0.3297972952391756,0.35237324642944384,0.3479787075123964,0.9083333333333333,0.8791666666666667,0.7016666666666667,0.6866666666666666,0.625625,0.5426666666666666,0.3043865740740741,0.2080497685185185,0.24900752314814814,0.2604629629629629,0.27475549768518515,0.2635844907407407
training,0.09375,0.819449781822562,0.5245901639344263,0.14285714285714285,0.3023841876982834,0.30022624327783304,0.36289616361374555,0.4104706460750853,0.3871676183801483,0.38385162551909524,0.9266666666666666,0.7566666666666667,0.63625,0.6727777777777778,0.6647916666666667,0.7105,0.14083333333333328,0.14618634259259256,0.308755787037037,0.3873244598765432,0.33541956018518515,0.3188298611111111
training,0.09375,0.8230726341599571,0.5245901639344263,0.2857142857142857,0.3407730473762062,0.3555608078045882,0.3366316050949224,0.36713187673199443,0.36749946398209915,0.36032573169149895,0.5616666666666666,0.42833333333333334,0.37875,0.5055555555555555,0.539375,0.578,0.21886574074074072,0.23707175925925925,0.23418402777777778,0.29096064814814804,0.2842100694444444,0.27157523148148144
training,0.09375,0.8196544216067742,0.5245901639344263,0.42857142857142855,0.41403432498772397,0.38891356937233146,0.38613002418797154,0.35054796522077936,0.3516892458475823,0.3411254552590967,0.8216666666666667,0.5916666666666667,0.55,0.5477777777777778,0.5677083333333334,0.6318333333333334,0.4532291666666667,0.3677951388888889,0.33166087962962965,0.3164776234567901,0.31522424768518514,0.29320601851851846
training,0.09375,0.8154150916131538,0.5245901639344263,0.5238095238095238,0.3803375439149056,0.4394652228389069,0.39466314579465994,0.3781759282329512,0.3900199428648368,0.38275586258464256,0.53,0.5183333333333333,0.5779166666666666,0.5213888888888889,0.5870833333333333,0.6315,0.30736111111111103,0.363454861111111,0.3473003472222222,0.3398765432098765,0.33965711805555554,0.32607407407407407
training,0.09375,0.8095122811350706,0.5245901639344263,0.6666666666666667,0.3950583149732226,0.41990023027847173,0.39928612756135035,0.4431657583709402,0.43587842272464455,0.41620161784388476,0.37,0.515,0.68125,0.6722222222222223,0.6441666666666667,0.709,0.3047916666666667,0.34508680555555554,0.3366493055555555,0.39867669753086415,0.39160590277777774,0.36301851851851846
training,0.09375,0.8225710863957985,0.5245901639344263,0.8095238095238096,0.3632006443933814,0.3618705573641835,0.3880362491307151,0.37048470041591947,0.3804083956960243,0.37098867187804624,0.825,0.45666666666666667,0.54625,0.5391666666666667,0.46166666666666667,0.524,0.3003009259259259,0.29788773148148145,0.35,0.3343518518518518,0.33741464120370374,0.33261342592592585
training,0.09375,0.8195521736634862,0.5245901639344263,0.9523809523809524,0.3719515349403774,0.3904482058274367,0.42425579470406516,0.4027062723067357,0.405850969062185,0.42232498469308616,0.24,0.2525,0.43333333333333335,0.47194444444444444,0.4575,0.436,0.32730324074074074,0.3471412037037037,0.41087094907407407,0.4026253858024691,0.4144256365740741,0.42055324074074074
training,0.09375,0.9299423996949584,0.5245901639344263,0.0,0.2087484846483383,0.3273825296645958,0.3026014150289629,0.29535847199138066,0.28762115902637514,0.307016156024747,0.35833333333333334,0.44666666666666666,0.4170833333333333,0.5072222222222222,0.5052083333333334,0.573,0.12343749999999995,0.21981481481481477,0.17598090277777773,0.19229938271604932,0.17515624999999996,0.19204629629629624
training,0.09375,0.9361137239287041,0.5245901639344263,0.14285714285714285,0.315763135010903,0.3375813392372523,0.30191667382017634,0.34510571335731105,0.33672119009601525,0.32463540474480435,0.37333333333333335,0.49583333333333335,0.5233333333333333,0.6119444444444444,0.644375,0.6615,0.21718749999999995,0.27127314814814807,0.2281915509259259,0.2290316358024691,0.2119516782407407,0.2069108796296296
training,0.09375,0.931597695775446,0.5245901639344263,0.2857142857142857,0.43758529597467327,0.43673580065359874,0.43863074110295014,0.4284563233368437,0.402411746081958,0.37530961852778666,0.65,0.695,0.6279166666666667,0.5375,0.5516666666666666,0.5228333333333334,0.28767361111111106,0.2911400462962963,0.33524594907407407,0.301880787037037,0.28803674768518517,0.2644953703703703
training,0.09375,0.936037845027336,0.5245901639344263,0.42857142857142855,0.41333717410178633,0.39678837090376257,0.3486312845672623,0.36159263722962337,0.3635837997619459,0.3481698136458952,0.6183333333333333,0.805,0.7225,0.6936111111111111,0.6339583333333333,0.6543333333333333,0.2697106481481481,0.2567013888888889,0.23794849537037033,0.26751543209876544,0.284816261574074,0.2778969907407407
training,0.09375,0.925240228574673,0.5245901639344263,0.5238095238095238,0.4027089094538301,0.3987533974861049,0.40132217918955204,0.4003697621761013,0.3922495393583099,0.3798275640730143,0.295,0.4691666666666667,0.6170833333333333,0.5658333333333333,0.535,0.5741666666666667,0.3009953703703704,0.29201388888888885,0.3013136574074074,0.30140625,0.2992433449074074,0.28596527777777775
training,0.09375,0.925273794740462,0.5245901639344263,0.6666666666666667,0.36384970888261836,0.4174674545969838,0.4144720842114595,0.4089157626670998,0.39592290251774753,0.3820995274624451,0.5783333333333334,0.6483333333333333,0.6891666666666667,0.5947222222222223,0.5016666666666667,0.515,0.33370370370370367,0.3450173611111111,0.3584924768518518,0.3672743055555555,0.3707335069444444,0.354849537037037
