dataset_type,size_formation,comm_delay,comm_range,comm_failure,shape_error_avg_30s,shape_error_avg_1min,shape_error_avg_2min,shape_error_avg_5min
training,0.0625,0.11727426663184891,0.4262295081967213,0.8095238095238096,0.26619980721799896,0.2618107729131812,0.2831768973716483,0.2833272032328694
training,0.0625,0.11666055172928431,0.4262295081967213,0.9523809523809524,0.30329235132614274,0.30425333131479854,0.30725316219342896,0.3206476782055314
training,0.0625,0.2914358262533506,0.4262295081967213,0.0,0.08512536550742869,0.14844377525392483,0.2282665952916932,0.2462123685287692
training,0.0625,0.29267032400323284,0.4262295081967213,0.14285714285714285,0.13544942641031646,0.1546420469062122,0.19589764120256095,0.2182831209863448
training,0.0625,0.290494313677403,0.4262295081967213,0.2857142857142857,0.3165225663423319,0.24119579365869606,0.263545012085618,0.2598426388451626
training,0.0625,0.2885767988595275,0.4262295081967213,0.42857142857142855,0.28472115134118664,0.2687753465386314,0.2823316865372982,0.26722197252957974
training,0.0625,0.292505483382477,0.4262295081967213,0.5238095238095238,0.23869902759378628,0.25377641662699313,0.27175794805100156,0.28152302513830063
training,0.0625,0.2901672270892005,0.4262295081967213,0.6666666666666667,0.23324803696265436,0.24287680054834387,0.25345608596355296,0.27350897519639394
training,0.0625,0.28982005330004545,0.4262295081967213,0.8095238095238096,0.27215612870263167,0.27314544567268334,0.2752092791674942,0.29978864782091397
training,0.0625,0.2940810650167798,0.4262295081967213,0.9523809523809524,0.28799162343478846,0.2660153367819974,0.275624253514294,0.28815655871240825
training,0.0625,0.41108688376509916,0.4262295081967213,0.0,0.13000704061984575,0.1582642228318409,0.21487705752233344,0.2207808498358061
training,0.0625,0.406912361011989,0.4262295081967213,0.14285714285714285,0.2474852275801914,0.24398713568000024,0.24361497331756302,0.28352625479361526
training,0.0625,0.40375613265776583,0.4262295081967213,0.2857142857142857,0.1668379595505816,0.17981871807634908,0.2123669787151685,0.24638401852853334
training,0.0625,0.4110068794636317,0.4262295081967213,0.42857142857142855,0.26070526864539945,0.25258996290507824,0.2542216737002019,0.2756364978172662
training,0.0625,0.40722803645628947,0.4262295081967213,0.5238095238095238,0.2607600816894307,0.2566510707188448,0.2572903238989482,0.29172602537603265
training,0.0625,0.4083679947763361,0.4262295081967213,0.6666666666666667,0.2684689868224133,0.2641405363585105,0.2610186510676897,0.2846640905990021
training,0.0625,0.4083640724523409,0.4262295081967213,0.8095238095238096,0.361007537580196,0.32733348755578523,0.30694119675651527,0.3182508600538782
training,0.0625,0.40389995749100993,0.4262295081967213,0.9523809523809524,0.19390834194349832,0.2008383837805962,0.2798595101355871,0.31650809525300944
training,0.0625,0.5276191676841527,0.4262295081967213,0.0,0.20648164632090774,0.2290790590911819,0.2747518070529349,0.30840215064821364
training,0.0625,0.5258563119238469,0.4262295081967213,0.14285714285714285,0.2127700249909956,0.2119424252466696,0.24934410824571435,0.24122662931257752
training,0.0625,0.5280316233969377,0.4262295081967213,0.2857142857142857,0.20372988729410227,0.24639524379998476,0.2795507941937525,0.3101848222136595
training,0.0625,0.5212913292482262,0.4262295081967213,0.42857142857142855,0.20003412563686152,0.255224542181559,0.29721520861338063,0.29399455339324665
training,0.0625,0.5197462176232274,0.4262295081967213,0.5238095238095238,0.26669416408425395,0.25455206806128833,0.32114518587970686,0.30001219260354667
training,0.0625,0.5293783551043333,0.4262295081967213,0.6666666666666667,0.20229187857666406,0.26856081894354666,0.27502740500562645,0.2885680480903453
training,0.0625,0.5203658593381837,0.4262295081967213,0.8095238095238096,0.3335992212112226,0.3212034207522489,0.3211015246886704,0.32009087331473557
training,0.0625,0.524724961046416,0.4262295081967213,0.9523809523809524,0.2730459474879068,0.2785746774175519,0.31510950929152576,0.3152404338917598
training,0.0625,0.6463777262210875,0.4262295081967213,0.0,0.2436015621406513,0.22451150573775996,0.24609473908976398,0.3195690301669163
training,0.0625,0.6409265418755163,0.4262295081967213,0.14285714285714285,0.23368069882240816,0.20434248567953436,0.26428831076893466,0.29185835827138595
training,0.0625,0.6344372915836011,0.4262295081967213,0.2857142857142857,0.2116304284336506,0.24106686044543144,0.3300823723262782,0.3084679984227066
training,0.0625,0.6384199765824282,0.4262295081967213,0.42857142857142855,0.22201946389565458,0.22882720753151764,0.2460646078205834,0.2877604473190226
training,0.0625,0.6444343313417389,0.4262295081967213,0.5238095238095238,0.3067442387188391,0.312238637864376,0.3300057917350737,0.32881509709180023
training,0.0625,0.6368371199297139,0.4262295081967213,0.6666666666666667,0.2905671976529105,0.31001539339650863,0.32377272443575766,0.318905998879816
training,0.0625,0.6466102545820662,0.4262295081967213,0.8095238095238096,0.32723633887771514,0.3187022897667065,0.3229145437514113,0.3442148741694123
training,0.0625,0.6355311228421191,0.4262295081967213,0.9523809523809524,0.23577809729621735,0.23485291481527373,0.26392060978383,0.310329610373957
training,0.0625,0.8149788431521456,0.4262295081967213,0.0,0.27343722398014886,0.25226754652243444,0.2936495879231567,0.3047073422193809
training,0.0625,0.821196179238438,0.4262295081967213,0.14285714285714285,0.19453902664962106,0.2671091409531332,0.23082541092743555,0.2888214463828143
training,0.0625,0.820330248214629,0.4262295081967213,0.2857142857142857,0.15731021079266885,0.2580391820909413,0.2596722736623406,0.2746708876678388
training,0.0625,0.8133512390669638,0.4262295081967213,0.42857142857142855,0.14062096558487497,0.2604193694547941,0.2787158664184961,0.3467735224605046
training,0.0625,0.8094371219959758,0.4262295081967213,0.5238095238095238,0.3810386618796666,0.3173420801288517,0.3201324950548098,0.3565878680027002
training,0.0625,0.8231733984485063,0.4262295081967213,0.6666666666666667,0.22728178568201315,0.2548088545840422,0.2803554717877636,0.29452904802476704
training,0.0625,0.8133595067567557,0.4262295081967213,0.8095238095238096,0.20449454515597085,0.2551122251216877,0.35375074565174464,0.3562225987118093
training,0.0625,0.8230754637732607,0.4262295081967213,0.9523809523809524,0.21689922953052554,0.2612261296350962,0.3170436508851057,0.3495477249047695
training,0.0625,0.9401881054977662,0.4262295081967213,0.0,0.23183276816688134,0.23932365212460885,0.28884816219515574,0.28077240480826765
training,0.0625,0.9298105239153532,0.4262295081967213,0.14285714285714285,0.3153345813798562,0.3008081744442298,0.3230315709836232,0.2974146795311144
training,0.0625,0.927852652644913,0.4262295081967213,0.2857142857142857,0.21439616971967157,0.22984567558608243,0.22895473520613066,0.2957392213203659
training,0.0625,0.926140653258556,0.4262295081967213,0.42857142857142855,0.21364121925858814,0.22953451301025832,0.26069705927244025,0.28475180733470873
training,0.0625,0.9286720925359359,0.4262295081967213,0.5238095238095238,0.17454943188355787,0.2935432793990635,0.2475638535010845,0.2804712636059204
training,0.0625,0.9297667523588581,0.4262295081967213,0.6666666666666667,0.2126247972759269,0.24889084956092972,0.2767996605104519,0.32528300205193433
training,0.0625,0.9303461586881849,0.4262295081967213,0.8095238095238096,0.23926406248034915,0.2501782143278971,0.286196968484694,0.34892226664138454
training,0.0625,0.9367711484803756,0.4262295081967213,0.9523809523809524,0.3404495952021652,0.31698974661398166,0.34504011552546116,0.34898007671640524
training,0.0625,0.0,0.5245901639344263,0.0,0.14920201432126365,0.1661231113406831,0.1545181023286214,0.15527874610610812
training,0.0625,0.0,0.5245901639344263,0.14285714285714285,0.16399595204558,0.184496852068902,0.19460571908563148,0.21028584387995336
training,0.0625,0.0,0.5245901639344263,0.2857142857142857,0.16000336192671186,0.20268473976697898,0.20967616571332603,0.2325077432915078
training,0.0625,0.0,0.5245901639344263,0.42857142857142855,0.2225290005884354,0.24389571834020246,0.26403627909672345,0.2696682285609247
training,0.0625,0.0,0.5245901639344263,0.5238095238095238,0.28772561852395956,0.27529601091751793,0.27085267844052047,0.2775798900783857
training,0.0625,0.0,0.5245901639344263,0.6666666666666667,0.25378386502542727,0.2685623484863182,0.28390014750887793,0.2824758251978445
training,0.0625,0.0,0.5245901639344263,0.8095238095238096,0.28682680982384123,0.2920838541197731,0.30414012556871056,0.30128255728692677
training,0.0625,0.0,0.5245901639344263,0.9523809523809524,0.28206992407721626,0.3000007467580692,0.3099913844476458,0.32569711557626696
training,0.0625,0.1168793816293456,0.5245901639344263,0.0,0.19062554091236966,0.16556502264745218,0.169242207392628,0.1953873704870967
training,0.0625,0.11662918379497186,0.5245901639344263,0.14285714285714285,0.2295690447599539,0.23442639948826893,0.2464319252731911,0.23813305974843688
training,0.0625,0.11761367598477823,0.5245901639344263,0.2857142857142857,0.28922897655004504,0.2889856353821867,0.2818176840240148,0.2711671520140418
training,0.0625,0.1158463663178587,0.5245901639344263,0.42857142857142855,0.2347315411339831,0.25359471837436826,0.27384079911744363,0.2630280113722602
training,0.0625,0.1160643519242168,0.5245901639344263,0.5238095238095238,0.26042761078328863,0.2609253721450826,0.2697278388394956,0.27937544806296605
training,0.0625,0.11759042719082784,0.5245901639344263,0.6666666666666667,0.26314133135184514,0.28310903609569643,0.2814442947708875,0.28602139820415995
training,0.0625,0.11645362308988241,0.5245901639344263,0.8095238095238096,0.2866747080425869,0.28050663152713373,0.2963790523131066,0.2938521170563656
training,0.0625,0.11548262193021033,0.5245901639344263,0.9523809523809524,0.3057478307062359,0.3027375835865167,0.3165040083805754,0.3224824491932737
training,0.0625,0.2893038245332213,0.5245901639344263,0.0,0.20863889566190003,0.21989180232684521,0.1835473411843612,0.21835298805886963
training,0.0625,0.2935244740806037,0.5245901639344263,0.14285714285714285,0.1567292993373764,0.16386829077209206,0.20725262838132374,0.2126941408958524
training,0.0625,0.2909974028197447,0.5245901639344263,0.2857142857142857,0.16127445564970258,0.2331975234871681,0.2415170192826318,0.2570699030030964
training,0.0625,0.29236872951993753,0.5245901639344263,0.42857142857142855,0.2110881532298857,0.22124798594491854,0.22807332255605162,0.2503107585943481
training,0.0625,0.2904092145399211,0.5245901639344263,0.5238095238095238,0.22316823533389704,0.23739820203077103,0.24358113830021783,0.2553906200722389
training,0.0625,0.29340773106236817,0.5245901639344263,0.6666666666666667,0.24932830489792893,0.26107417596632365,0.2746084385039338,0.2787465460211055
training,0.0625,0.29235810001704204,0.5245901639344263,0.8095238095238096,0.23992461690666292,0.27710680945542,0.28425729299770114,0.28060670319634073
training,0.0625,0.2895534248802128,0.5245901639344263,0.9523809523809524,0.27498381273475025,0.27828447183082866,0.29381324714305423,0.30196265628272634
training,0.0625,0.4039552732864195,0.5245901639344263,0.0,0.17906549855992726,0.24466600349164716,0.2193182478518173,0.21861076903800963
training,0.0625,0.4084680444399671,0.5245901639344263,0.14285714285714285,0.14082045362180778,0.20399049222392635,0.24473141760109257,0.24486171404285173
training,0.0625,0.41072557779951674,0.5245901639344263,0.2857142857142857,0.21339233894660323,0.21284755053948382,0.2356709625709677,0.2291969034638428
training,0.0625,0.40720132493144945,0.5245901639344263,0.42857142857142855,0.25307202973693127,0.26157795663811945,0.2608651759228772,0.2721336772610981
training,0.0625,0.40451290285040487,0.5245901639344263,0.5238095238095238,0.2539778602863074,0.26493314914490385,0.2818738154007771,0.27339355934886744
training,0.0625,0.4066517890770893,0.5245901639344263,0.6666666666666667,0.24010871185001118,0.22232886094532014,0.2504383885823453,0.28154001398142076
training,0.0625,0.406960573574468,0.5245901639344263,0.8095238095238096,0.2710751500759823,0.3134195974572763,0.29279581328484594,0.2942496753659331
training,0.0625,0.40529432355424616,0.5245901639344263,0.9523809523809524,0.1961980600262018,0.2489646613471257,0.2827686843807416,0.31986079715312843
training,0.0625,0.52382161067207,0.5245901639344263,0.0,0.10836879670782353,0.14969153198163127,0.19673931908811512,0.2710715963785525
training,0.0625,0.5281574829512126,0.5245901639344263,0.14285714285714285,0.23375090961849518,0.2122901979085626,0.20774353899893985,0.22076631118502638
training,0.0625,0.5235878752512423,0.5245901639344263,0.2857142857142857,0.1974218714537699,0.19532379775071837,0.20724807605250567,0.23886697376805896
training,0.0625,0.51905578039403,0.5245901639344263,0.42857142857142855,0.25762454789101863,0.2937959883718697,0.28261981300341826,0.28882424565597614
training,0.0625,0.5208013457912793,0.5245901639344263,0.5238095238095238,0.30797553772218955,0.29546030735816786,0.2800689677616117,0.2713424774983312
training,0.0625,0.5258106576458544,0.5245901639344263,0.6666666666666667,0.2066003884145468,0.2663883848404517,0.34325905565829956,0.3502523412718671
training,0.0625,0.5229827899171026,0.5245901639344263,0.8095238095238096,0.2735892603884776,0.2780624442698333,0.29702005319899444,0.30749212829238054
training,0.0625,0.5271115427236497,0.5245901639344263,0.9523809523809524,0.26019613609131576,0.2737836934085723,0.2794629066558101,0.2822745971888863
training,0.0625,0.6379704616845063,0.5245901639344263,0.0,0.2581747810012585,0.2790750138952446,0.27114876244956165,0.2431904296589131
training,0.0625,0.643380237911533,0.5245901639344263,0.14285714285714285,0.16747554973897,0.15055657220642582,0.2070837111468136,0.22271091222325914
training,0.0625,0.6369692386762974,0.5245901639344263,0.2857142857142857,0.30623228670521646,0.2825099137161095,0.2650259413374245,0.26915562136739596
training,0.0625,0.6403433046639794,0.5245901639344263,0.42857142857142855,0.2722108766570179,0.2831491915970781,0.25781599648786513,0.25935060732777426
training,0.0625,0.6366642261329246,0.5245901639344263,0.5238095238095238,0.2477573881897311,0.23461092045102486,0.27388249652919205,0.272568728871928
training,0.0625,0.6411215940069248,0.5245901639344263,0.6666666666666667,0.30052098830140295,0.2935616542544564,0.32369308566436333,0.3293519788954058
training,0.0625,0.6414699002296577,0.5245901639344263,0.8095238095238096,0.2518237595372865,0.27353593998769604,0.30691494884268183,0.31086270400289406
training,0.0625,0.6351001876930531,0.5245901639344263,0.9523809523809524,0.256535326552996,0.28269772928792825,0.2823675719606173,0.31162954007022187
training,0.0625,0.8082194579814161,0.5245901639344263,0.0,0.2662483416341263,0.2649508199587072,0.30992616824758784,0.30451571236920766
training,0.0625,0.8201442106453465,0.5245901639344263,0.14285714285714285,0.22715930689927633,0.2279804000205993,0.24810995902968974,0.2695472796403446
training,0.0625,0.8168226765803805,0.5245901639344263,0.2857142857142857,0.25607500456836235,0.2605886264639297,0.25560615225126665,0.27557889121252355
training,0.0625,0.8229298683444678,0.5245901639344263,0.42857142857142855,0.21539972469902516,0.23703329253846622,0.25765636086296256,0.28791594886323135
training,0.0625,0.8186099713186961,0.5245901639344263,0.5238095238095238,0.24342115089471297,0.2450068207491264,0.274351904852036,0.3136255307717226
training,0.0625,0.8206259007203014,0.5245901639344263,0.6666666666666667,0.25891490056848426,0.26554132692144655,0.27580045617952353,0.2952050023865646
training,0.0625,0.8190778250374101,0.5245901639344263,0.8095238095238096,0.12818676611056237,0.2039773485726423,0.24708158713493655,0.2773737801570413
training,0.0625,0.8166044105906604,0.5245901639344263,0.9523809523809524,0.21953381453242427,0.27664871495447474,0.3490413589674936,0.3643654185352886
training,0.0625,0.9246120965048614,0.5245901639344263,0.0,0.2059494372629903,0.27618838826975256,0.3002742487788236,0.30185272318940626
training,0.0625,0.9365184151816573,0.5245901639344263,0.14285714285714285,0.2644091859564847,0.2761206284479974,0.2443774123922606,0.25426013272305775
training,0.0625,0.9294098778108146,0.5245901639344263,0.2857142857142857,0.17260772161043783,0.2042457693453981,0.2617263525596584,0.2708311545922618
training,0.0625,0.9263564091332253,0.5245901639344263,0.42857142857142855,0.34834568895920615,0.29671560408763814,0.27949904232788897,0.30488695342422417
training,0.0625,0.9328545832730747,0.5245901639344263,0.5238095238095238,0.1996414114045114,0.2479407768324924,0.2922123465716102,0.3186749521991475
training,0.0625,0.9389853046528907,0.5245901639344263,0.6666666666666667,0.2303520628321888,0.23957491363530883,0.2929635141902898,0.32974743353422853
training,0.0625,0.9349659270855809,0.5245901639344263,0.8095238095238096,0.22826976020806555,0.23668693137608424,0.25945282375137907,0.32642954358277176
training,0.0625,0.9354327672133371,0.5245901639344263,0.9523809523809524,0.23159178970426136,0.258210155806152,0.3388527504553324,0.3637686870176366
training,0.0625,0.0,0.6229508196721312,0.0,0.11553780132440038,0.13305502138717415,0.18024783081175497,0.1776769029424028
training,0.0625,0.0,0.6229508196721312,0.14285714285714285,0.16557730936333587,0.16469025194744188,0.19628690389822936,0.20062429242992158
training,0.0625,0.0,0.6229508196721312,0.2857142857142857,0.21019817831519574,0.23373638346643064,0.22335689821274726,0.23172464778252871
training,0.0625,0.0,0.6229508196721312,0.42857142857142855,0.2358261930922667,0.25599143560554677,0.2587247089751035,0.26198306510956426
training,0.0625,0.0,0.6229508196721312,0.5238095238095238,0.25044467932856884,0.26424695375214247,0.2681295631047385,0.2693318977708269
training,0.0625,0.0,0.6229508196721312,0.6666666666666667,0.27724293046152165,0.26834517288455095,0.2880442866220554,0.28486336856731953
training,0.0625,0.0,0.6229508196721312,0.8095238095238096,0.26797414174056555,0.28632477582905885,0.3069896191980593,0.3050931784012902
training,0.0625,0.0,0.6229508196721312,0.9523809523809524,0.3287235773580804,0.3235888596335799,0.30893356423006785,0.3210787839440802
training,0.0625,0.11738152471133721,0.6229508196721312,0.0,0.11274182336524673,0.15425195521629084,0.1426307746964445,0.17832651226669616
